timestamp,date,day_index,day_type,phase,HR_bpm,HRV_ms,accel_g,accel_label,skin_temp_C,SpO2_pct,fatigue_factor
2024-01-01 04:20:00,2024-01-01,1,training,sleep,57.8,59.5,0.032,very_low,33.78,95.1,1.042
2024-01-01 04:30:00,2024-01-01,1,training,sleep,54.0,57.6,0.023,very_low,33.54,97.9,1.042
2024-01-01 04:40:00,2024-01-01,1,training,sleep,54.5,57.1,0.018,very_low,34.07,97.2,1.042
2024-01-01 04:50:00,2024-01-01,1,training,sleep,63.9,64.2,0.036,very_low,33.67,96.5,1.042
2024-01-01 05:00:00,2024-01-01,1,training,sleep,48.8,58.6,0.004,very_low,33.64,97.5,1.042
2024-01-01 05:10:00,2024-01-01,1,training,sleep,49.7,71.6,0.033,very_low,34.02,96.5,1.042
2024-01-01 05:20:00,2024-01-01,1,training,sleep,53.3,57.4,0.012,very_low,33.79,96.5,1.042
2024-01-01 05:30:00,2024-01-01,1,training,sleep,56.2,64.8,0.02,very_low,33.93,96.8,1.042
2024-01-01 05:40:00,2024-01-01,1,training,sleep,56.5,64.1,0.043,very_low,34.08,97.3,1.042
2024-01-01 05:50:00,2024-01-01,1,training,sleep,58.3,71.5,0.023,very_low,34.14,95.7,1.042
2024-01-01 06:00:00,2024-01-01,1,training,wake_rest,60.5,48.1,0.06,very_low,34.37,98.7,1.042
2024-01-01 06:10:00,2024-01-01,1,training,wake_rest,68.9,52.8,0.144,low,33.98,98.9,1.042
2024-01-01 06:20:00,2024-01-01,1,training,wake_rest,67.2,52.5,0.171,low,34.13,98.9,1.042
2024-01-01 06:30:00,2024-01-01,1,training,wake_rest,69.0,49.7,0.065,very_low,34.49,98.0,1.042
2024-01-01 06:40:00,2024-01-01,1,training,wake_rest,69.4,55.9,0.052,very_low,34.57,98.1,1.042
2024-01-01 06:50:00,2024-01-01,1,training,wake_rest,66.0,54.0,0.094,very_low,34.4,97.2,1.042
2024-01-01 07:00:00,2024-01-01,1,training,morning_training,133.4,44.2,1.045,high,35.0,97.3,1.042
2024-01-01 07:10:00,2024-01-01,1,training,morning_training,163.8,30.7,0.676,moderate,34.66,97.2,1.042
2024-01-01 07:20:00,2024-01-01,1,training,morning_training,151.5,41.7,1.488,high,35.76,97.2,1.042
2024-01-01 07:30:00,2024-01-01,1,training,morning_training,158.6,34.4,1.299,high,35.12,97.1,1.042
2024-01-01 07:40:00,2024-01-01,1,training,morning_training,142.4,38.3,0.707,high,35.69,99.2,1.042
2024-01-01 07:50:00,2024-01-01,1,training,morning_training,169.0,29.1,0.801,high,35.85,97.2,1.042
2024-01-01 08:00:00,2024-01-01,1,training,morning_training,175.4,39.4,1.098,high,35.16,99.3,1.042
2024-01-01 08:10:00,2024-01-01,1,training,morning_training,149.4,42.3,0.641,moderate,35.37,97.7,1.042
2024-01-01 08:20:00,2024-01-01,1,training,morning_training,154.5,27.2,0.769,high,35.68,99.0,1.042
2024-01-01 08:30:00,2024-01-01,1,training,morning_training,142.2,43.0,1.216,high,35.13,99.3,1.042
2024-01-01 08:40:00,2024-01-01,1,training,morning_training,137.0,40.0,1.379,high,35.81,98.0,1.042
2024-01-01 08:50:00,2024-01-01,1,training,morning_training,164.1,37.2,1.473,high,34.82,97.1,1.042
2024-01-01 09:00:00,2024-01-01,1,training,active,112.8,52.2,0.546,moderate,35.05,97.3,1.042
2024-01-01 09:10:00,2024-01-01,1,training,active,101.2,39.6,0.582,moderate,34.65,97.3,1.042
2024-01-01 09:20:00,2024-01-01,1,training,active,102.4,52.3,0.469,moderate,34.82,98.0,1.042
2024-01-01 09:30:00,2024-01-01,1,training,active,89.7,50.3,0.254,low,34.47,97.3,1.042
2024-01-01 09:40:00,2024-01-01,1,training,active,94.3,44.1,0.206,low,35.13,99.0,1.042
2024-01-01 09:50:00,2024-01-01,1,training,active,100.5,50.1,0.359,moderate,34.51,98.1,1.042
2024-01-01 10:00:00,2024-01-01,1,training,active,103.7,36.0,0.592,moderate,34.23,97.9,1.042
2024-01-01 10:10:00,2024-01-01,1,training,active,101.9,45.7,0.559,moderate,34.23,97.4,1.042
2024-01-01 10:20:00,2024-01-01,1,training,active,90.4,40.3,0.311,moderate,34.71,99.0,1.042
2024-01-01 10:30:00,2024-01-01,1,training,active,90.8,51.6,0.451,moderate,34.93,97.5,1.042
2024-01-01 10:40:00,2024-01-01,1,training,active,103.0,40.2,0.284,low,34.72,99.2,1.042
2024-01-01 10:50:00,2024-01-01,1,training,active,100.5,37.9,0.405,moderate,34.33,97.7,1.042
2024-01-01 11:00:00,2024-01-01,1,training,active,87.0,38.9,0.351,moderate,34.34,98.7,1.042
2024-01-01 11:10:00,2024-01-01,1,training,active,103.4,38.8,0.516,moderate,35.01,98.1,1.042
2024-01-01 11:20:00,2024-01-01,1,training,active,98.8,42.6,0.251,low,34.57,97.6,1.042
2024-01-01 11:30:00,2024-01-01,1,training,active,92.8,37.7,0.241,low,34.48,97.4,1.042
2024-01-01 11:40:00,2024-01-01,1,training,active,85.7,53.4,0.559,moderate,34.34,99.2,1.042
2024-01-01 11:50:00,2024-01-01,1,training,active,95.2,37.6,0.527,moderate,34.78,98.4,1.042
2024-01-01 12:00:00,2024-01-01,1,training,lunch_rest,74.7,47.8,0.078,very_low,34.25,98.5,1.042
2024-01-01 12:10:00,2024-01-01,1,training,lunch_rest,73.2,49.6,0.079,very_low,33.87,97.8,1.042
2024-01-01 12:20:00,2024-01-01,1,training,lunch_rest,67.2,54.1,0.063,very_low,34.41,98.0,1.042
2024-01-01 12:30:00,2024-01-01,1,training,lunch_rest,82.3,55.4,0.085,very_low,34.04,97.2,1.042
2024-01-01 12:40:00,2024-01-01,1,training,lunch_rest,73.5,54.8,0.124,low,34.04,99.0,1.042
2024-01-01 12:50:00,2024-01-01,1,training,lunch_rest,72.6,47.9,0.117,low,34.53,98.1,1.042
2024-01-01 13:00:00,2024-01-01,1,training,active,102.8,42.0,0.351,moderate,34.43,98.4,1.042
2024-01-01 13:10:00,2024-01-01,1,training,active,106.5,36.1,0.563,moderate,34.58,97.3,1.042
2024-01-01 13:20:00,2024-01-01,1,training,active,106.7,48.8,0.518,moderate,34.31,98.9,1.042
2024-01-01 13:30:00,2024-01-01,1,training,active,101.8,47.7,0.213,low,35.08,97.3,1.042
2024-01-01 13:40:00,2024-01-01,1,training,active,94.5,35.8,0.539,moderate,34.49,98.6,1.042
2024-01-01 13:50:00,2024-01-01,1,training,active,104.7,36.8,0.478,moderate,35.1,98.5,1.042
2024-01-01 14:00:00,2024-01-01,1,training,active,101.0,49.3,0.36,moderate,34.32,99.3,1.042
2024-01-01 14:10:00,2024-01-01,1,training,active,93.8,42.6,0.483,moderate,35.04,99.3,1.042
2024-01-01 14:20:00,2024-01-01,1,training,active,105.4,42.0,0.57,moderate,34.32,97.0,1.042
2024-01-01 14:30:00,2024-01-01,1,training,active,97.8,43.5,0.333,moderate,34.59,98.8,1.042
2024-01-01 14:40:00,2024-01-01,1,training,active,92.2,36.7,0.381,moderate,34.75,97.9,1.042
2024-01-01 14:50:00,2024-01-01,1,training,active,104.8,32.3,0.432,moderate,35.2,97.4,1.042
2024-01-01 15:00:00,2024-01-01,1,training,active,90.8,45.2,0.366,moderate,34.24,99.2,1.042
2024-01-01 15:10:00,2024-01-01,1,training,active,94.9,38.1,0.282,low,34.22,98.9,1.042
2024-01-01 15:20:00,2024-01-01,1,training,active,98.1,42.4,0.381,moderate,34.38,99.4,1.042
2024-01-01 15:30:00,2024-01-01,1,training,active,95.2,45.4,0.349,moderate,34.37,98.8,1.042
2024-01-01 15:40:00,2024-01-01,1,training,active,87.9,45.4,0.464,moderate,34.24,97.4,1.042
2024-01-01 15:50:00,2024-01-01,1,training,active,94.6,36.7,0.461,moderate,35.02,99.1,1.042
2024-01-01 16:00:00,2024-01-01,1,training,active,104.7,49.4,0.359,moderate,34.14,99.2,1.042
2024-01-01 16:10:00,2024-01-01,1,training,active,101.0,40.5,0.527,moderate,34.39,98.6,1.042
2024-01-01 16:20:00,2024-01-01,1,training,active,99.5,51.0,0.364,moderate,35.02,99.0,1.042
2024-01-01 16:30:00,2024-01-01,1,training,active,89.1,42.0,0.37,moderate,34.5,97.3,1.042
2024-01-01 16:40:00,2024-01-01,1,training,active,111.7,38.9,0.534,moderate,34.15,98.4,1.042
2024-01-01 16:50:00,2024-01-01,1,training,active,111.3,40.0,0.461,moderate,34.96,97.4,1.042
2024-01-01 17:00:00,2024-01-01,1,training,evening_training,146.4,23.9,1.332,high,34.61,98.5,1.042
2024-01-01 17:10:00,2024-01-01,1,training,evening_training,144.9,32.7,0.796,high,34.75,98.4,1.042
2024-01-01 17:20:00,2024-01-01,1,training,evening_training,154.7,30.0,0.981,high,34.48,97.1,1.042
2024-01-01 17:30:00,2024-01-01,1,training,evening_training,149.0,30.8,0.997,high,34.52,98.8,1.042
2024-01-01 17:40:00,2024-01-01,1,training,evening_training,152.3,37.3,0.996,high,35.4,98.5,1.042
2024-01-01 17:50:00,2024-01-01,1,training,evening_training,135.5,37.2,0.889,high,35.11,99.2,1.042
2024-01-01 18:00:00,2024-01-01,1,training,evening_training,162.3,39.9,1.186,high,34.66,99.5,1.042
2024-01-01 18:10:00,2024-01-01,1,training,evening_training,131.6,37.6,1.355,high,34.46,98.7,1.042
2024-01-01 18:20:00,2024-01-01,1,training,evening_training,166.3,38.1,0.838,high,34.76,97.3,1.042
2024-01-01 18:30:00,2024-01-01,1,training,evening_training,156.7,31.0,0.662,moderate,34.83,98.3,1.042
2024-01-01 18:40:00,2024-01-01,1,training,evening_training,143.7,35.6,1.233,high,34.75,99.0,1.042
2024-01-01 18:50:00,2024-01-01,1,training,evening_training,143.2,36.4,1.398,high,35.1,99.2,1.042
2024-01-01 19:00:00,2024-01-01,1,training,rest,69.3,55.4,0.198,low,33.96,97.7,1.042
2024-01-01 19:10:00,2024-01-01,1,training,rest,65.5,43.8,0.094,very_low,34.23,97.5,1.042
2024-01-01 19:20:00,2024-01-01,1,training,rest,72.5,59.1,0.192,low,34.59,97.4,1.042
2024-01-01 19:30:00,2024-01-01,1,training,rest,65.7,63.2,0.199,low,34.25,97.6,1.042
2024-01-01 19:40:00,2024-01-01,1,training,rest,68.0,50.8,0.076,very_low,33.83,98.9,1.042
2024-01-01 19:50:00,2024-01-01,1,training,rest,63.9,58.3,0.154,low,34.15,98.5,1.042
2024-01-01 20:00:00,2024-01-01,1,training,rest,64.9,49.0,0.137,low,34.46,98.4,1.042
2024-01-01 20:10:00,2024-01-01,1,training,rest,71.1,53.4,0.063,very_low,34.11,97.2,1.042
2024-01-01 20:20:00,2024-01-01,1,training,rest,64.8,54.4,0.083,very_low,34.46,98.4,1.042
2024-01-01 20:30:00,2024-01-01,1,training,rest,71.5,60.4,0.09,very_low,34.44,98.8,1.042
2024-01-01 20:40:00,2024-01-01,1,training,rest,73.9,60.6,0.176,low,33.91,98.9,1.042
2024-01-01 20:50:00,2024-01-01,1,training,rest,71.5,59.3,0.074,very_low,34.01,98.5,1.042
2024-01-01 21:00:00,2024-01-01,1,training,rest,72.7,52.8,0.197,low,34.37,98.4,1.042
2024-01-01 21:10:00,2024-01-01,1,training,rest,67.4,56.6,0.194,low,33.88,97.8,1.042
2024-01-01 21:20:00,2024-01-01,1,training,rest,61.7,57.6,0.156,low,33.86,97.1,1.042
2024-01-01 21:30:00,2024-01-01,1,training,rest,67.0,55.1,0.053,very_low,34.18,97.7,1.042
2024-01-01 21:40:00,2024-01-01,1,training,rest,66.6,58.7,0.2,low,34.35,97.7,1.042
2024-01-01 21:50:00,2024-01-01,1,training,rest,68.8,52.9,0.193,low,34.29,98.0,1.042
2024-01-01 22:00:00,2024-01-01,1,training,sleep,62.1,56.9,0.014,very_low,33.67,96.3,1.042
2024-01-01 22:10:00,2024-01-01,1,training,sleep,54.5,71.7,0.043,very_low,34.04,97.7,1.042
2024-01-01 22:20:00,2024-01-01,1,training,sleep,56.1,53.9,0.042,very_low,34.22,96.7,1.042
2024-01-01 22:30:00,2024-01-01,1,training,sleep,52.3,63.9,0.006,very_low,33.84,95.2,1.042
2024-01-01 22:40:00,2024-01-01,1,training,sleep,51.6,63.0,0.029,very_low,33.51,96.7,1.042
2024-01-01 22:50:00,2024-01-01,1,training,sleep,51.7,66.7,0.03,very_low,33.56,96.7,1.042
2024-01-01 23:00:00,2024-01-01,1,training,sleep,57.4,66.2,0.005,very_low,33.86,96.2,1.042
2024-01-01 23:10:00,2024-01-01,1,training,sleep,50.9,60.7,0.002,very_low,33.94,97.8,1.042
2024-01-01 23:20:00,2024-01-01,1,training,sleep,52.3,65.1,0.01,very_low,33.63,98.0,1.042
2024-01-01 23:30:00,2024-01-01,1,training,sleep,59.1,59.4,0.036,very_low,34.13,96.6,1.042
2024-01-01 23:40:00,2024-01-01,1,training,sleep,54.8,54.2,0.032,very_low,33.63,97.8,1.042
2024-01-01 23:50:00,2024-01-01,1,training,sleep,54.2,62.0,0.033,very_low,34.25,98.4,1.042
2024-01-02 00:00:00,2024-01-02,2,training,sleep,55.0,50.0,0.033,very_low,33.77,97.5,1.12
2024-01-02 00:10:00,2024-01-02,2,training,sleep,58.3,53.0,0.037,very_low,34.14,96.7,1.12
2024-01-02 00:20:00,2024-01-02,2,training,sleep,60.6,58.9,0.044,very_low,34.2,97.2,1.12
2024-01-02 00:30:00,2024-01-02,2,training,sleep,52.7,62.4,0.037,very_low,33.87,95.9,1.12
2024-01-02 00:40:00,2024-01-02,2,training,sleep,54.3,60.1,0.044,very_low,33.67,95.9,1.12
2024-01-02 00:50:00,2024-01-02,2,training,sleep,57.2,60.6,0.033,very_low,33.57,95.6,1.12
2024-01-02 01:00:00,2024-01-02,2,training,sleep,57.0,55.4,0.026,very_low,33.93,95.6,1.12
2024-01-02 01:10:00,2024-01-02,2,training,sleep,63.0,62.8,0.002,very_low,34.1,97.0,1.12
2024-01-02 01:20:00,2024-01-02,2,training,sleep,55.4,49.3,0.043,very_low,33.9,98.3,1.12
2024-01-02 01:30:00,2024-01-02,2,training,sleep,57.3,50.1,0.016,very_low,34.17,96.6,1.12
2024-01-02 01:40:00,2024-01-02,2,training,sleep,57.5,50.3,0.026,very_low,33.7,97.4,1.12
2024-01-02 01:50:00,2024-01-02,2,training,sleep,56.1,62.8,0.048,very_low,33.65,97.4,1.12
2024-01-02 02:00:00,2024-01-02,2,training,sleep,64.3,63.2,0.042,very_low,34.12,98.3,1.12
2024-01-02 02:10:00,2024-01-02,2,training,sleep,61.4,51.3,0.034,very_low,34.07,95.4,1.12
2024-01-02 02:20:00,2024-01-02,2,training,sleep,66.9,62.7,0.033,very_low,33.96,96.4,1.12
2024-01-02 02:30:00,2024-01-02,2,training,sleep,61.9,64.6,0.016,very_low,33.87,97.9,1.12
2024-01-02 02:40:00,2024-01-02,2,training,sleep,57.3,59.1,0.006,very_low,33.73,96.3,1.12
2024-01-02 02:50:00,2024-01-02,2,training,sleep,53.9,61.5,0.011,very_low,33.94,96.3,1.12
2024-01-02 03:00:00,2024-01-02,2,training,sleep,58.6,55.2,0.043,very_low,33.87,96.9,1.12
2024-01-02 03:10:00,2024-01-02,2,training,sleep,58.7,63.3,0.03,very_low,34.2,95.2,1.12
2024-01-02 03:20:00,2024-01-02,2,training,sleep,57.6,52.3,0.047,very_low,33.78,96.9,1.12
2024-01-02 03:30:00,2024-01-02,2,training,sleep,59.3,61.0,0.016,very_low,33.54,95.6,1.12
2024-01-02 03:40:00,2024-01-02,2,training,sleep,59.5,51.4,0.034,very_low,34.0,96.9,1.12
2024-01-02 03:50:00,2024-01-02,2,training,sleep,60.7,67.9,0.002,very_low,34.17,95.8,1.12
2024-01-02 04:00:00,2024-01-02,2,training,sleep,62.9,64.8,0.011,very_low,33.82,96.0,1.12
2024-01-02 04:10:00,2024-01-02,2,training,sleep,57.1,61.4,0.041,very_low,33.81,97.1,1.12
2024-01-02 04:20:00,2024-01-02,2,training,sleep,61.3,51.5,0.008,very_low,33.61,96.9,1.12
2024-01-02 04:30:00,2024-01-02,2,training,sleep,61.4,60.2,0.012,very_low,33.63,97.4,1.12
2024-01-02 04:40:00,2024-01-02,2,training,sleep,60.5,68.5,0.02,very_low,33.64,97.0,1.12
2024-01-02 04:50:00,2024-01-02,2,training,sleep,53.6,49.0,0.014,very_low,33.75,95.2,1.12
2024-01-02 05:00:00,2024-01-02,2,training,sleep,53.3,59.8,0.026,very_low,34.18,96.1,1.12
2024-01-02 05:10:00,2024-01-02,2,training,sleep,65.5,67.9,0.017,very_low,34.14,96.6,1.12
2024-01-02 05:20:00,2024-01-02,2,training,sleep,58.1,59.6,0.003,very_low,33.68,96.2,1.12
2024-01-02 05:30:00,2024-01-02,2,training,sleep,62.0,64.9,0.033,very_low,33.57,98.5,1.12
2024-01-02 05:40:00,2024-01-02,2,training,sleep,59.9,62.1,0.046,very_low,33.57,97.9,1.12
2024-01-02 05:50:00,2024-01-02,2,training,sleep,62.4,48.2,0.039,very_low,33.74,95.3,1.12
2024-01-02 06:00:00,2024-01-02,2,training,wake_rest,69.4,43.8,0.191,low,34.3,98.2,1.12
2024-01-02 06:10:00,2024-01-02,2,training,wake_rest,74.5,42.3,0.199,low,34.51,99.2,1.12
2024-01-02 06:20:00,2024-01-02,2,training,wake_rest,72.8,45.2,0.171,low,33.91,99.4,1.12
2024-01-02 06:30:00,2024-01-02,2,training,wake_rest,76.8,45.7,0.146,low,34.36,97.4,1.12
2024-01-02 06:40:00,2024-01-02,2,training,wake_rest,68.7,39.6,0.125,low,33.88,98.1,1.12
2024-01-02 06:50:00,2024-01-02,2,training,wake_rest,70.7,46.5,0.097,very_low,33.95,98.5,1.12
2024-01-02 07:00:00,2024-01-02,2,training,morning_training,150.1,40.0,1.185,high,34.58,97.3,1.12
2024-01-02 07:10:00,2024-01-02,2,training,morning_training,148.7,36.1,0.873,high,35.8,99.0,1.12
2024-01-02 07:20:00,2024-01-02,2,training,morning_training,158.5,35.9,1.154,high,34.7,97.5,1.12
2024-01-02 07:30:00,2024-01-02,2,training,morning_training,163.7,39.2,0.931,high,34.59,98.0,1.12
2024-01-02 07:40:00,2024-01-02,2,training,morning_training,148.0,27.4,1.033,high,35.18,98.4,1.12
2024-01-02 07:50:00,2024-01-02,2,training,morning_training,178.6,26.3,1.009,high,34.96,98.8,1.12
2024-01-02 08:00:00,2024-01-02,2,training,morning_training,158.5,33.9,1.028,high,35.75,98.1,1.12
2024-01-02 08:10:00,2024-01-02,2,training,morning_training,176.2,27.2,0.829,high,35.41,98.6,1.12
2024-01-02 08:20:00,2024-01-02,2,training,morning_training,169.2,34.0,1.406,high,34.74,98.7,1.12
2024-01-02 08:30:00,2024-01-02,2,training,morning_training,152.3,35.2,0.638,moderate,34.99,97.9,1.12
2024-01-02 08:40:00,2024-01-02,2,training,morning_training,170.5,27.5,1.297,high,35.36,97.1,1.12
2024-01-02 08:50:00,2024-01-02,2,training,morning_training,185.2,31.7,0.674,moderate,35.1,97.5,1.12
2024-01-02 09:00:00,2024-01-02,2,training,active,113.7,42.6,0.249,low,34.35,98.9,1.12
2024-01-02 09:10:00,2024-01-02,2,training,active,117.1,34.4,0.525,moderate,34.45,97.9,1.12
2024-01-02 09:20:00,2024-01-02,2,training,active,108.6,35.8,0.373,moderate,34.37,98.6,1.12
2024-01-02 09:30:00,2024-01-02,2,training,active,117.7,47.9,0.314,moderate,34.66,99.1,1.12
2024-01-02 09:40:00,2024-01-02,2,training,active,114.8,41.8,0.491,moderate,35.22,98.8,1.12
2024-01-02 09:50:00,2024-01-02,2,training,active,101.0,41.0,0.527,moderate,34.81,98.5,1.12
2024-01-02 10:00:00,2024-01-02,2,training,active,107.1,47.8,0.403,moderate,34.84,98.2,1.12
2024-01-02 10:10:00,2024-01-02,2,training,active,103.0,46.2,0.204,low,34.42,98.4,1.12
2024-01-02 10:20:00,2024-01-02,2,training,active,111.4,43.6,0.493,moderate,34.72,97.4,1.12
2024-01-02 10:30:00,2024-01-02,2,training,active,117.5,47.8,0.322,moderate,34.85,99.2,1.12
2024-01-02 10:40:00,2024-01-02,2,training,active,109.5,30.2,0.437,moderate,34.91,97.2,1.12
2024-01-02 10:50:00,2024-01-02,2,training,active,107.5,42.9,0.435,moderate,34.76,98.4,1.12
2024-01-02 11:00:00,2024-01-02,2,training,active,112.8,47.2,0.441,moderate,34.79,98.8,1.12
2024-01-02 11:10:00,2024-01-02,2,training,active,108.3,38.5,0.515,moderate,34.63,97.2,1.12
2024-01-02 11:20:00,2024-01-02,2,training,active,112.3,39.7,0.288,low,34.85,98.0,1.12
2024-01-02 11:30:00,2024-01-02,2,training,active,106.4,39.6,0.536,moderate,34.62,97.8,1.12
2024-01-02 11:40:00,2024-01-02,2,training,active,94.8,41.7,0.21,low,34.59,99.1,1.12
2024-01-02 11:50:00,2024-01-02,2,training,active,117.2,37.8,0.274,low,34.31,98.8,1.12
2024-01-02 12:00:00,2024-01-02,2,training,lunch_rest,79.5,43.5,0.1,low,34.38,98.6,1.12
2024-01-02 12:10:00,2024-01-02,2,training,lunch_rest,72.4,39.5,0.146,low,34.06,99.3,1.12
2024-01-02 12:20:00,2024-01-02,2,training,lunch_rest,75.2,53.0,0.075,very_low,33.96,97.2,1.12
2024-01-02 12:30:00,2024-01-02,2,training,lunch_rest,74.3,44.7,0.141,low,34.51,97.1,1.12
2024-01-02 12:40:00,2024-01-02,2,training,lunch_rest,85.0,41.0,0.116,low,34.27,99.5,1.12
2024-01-02 12:50:00,2024-01-02,2,training,lunch_rest,78.3,40.9,0.076,very_low,34.74,98.5,1.12
2024-01-02 13:00:00,2024-01-02,2,training,active,97.5,34.9,0.34,moderate,35.14,97.3,1.12
2024-01-02 13:10:00,2024-01-02,2,training,active,120.7,33.0,0.544,moderate,34.41,98.1,1.12
2024-01-02 13:20:00,2024-01-02,2,training,active,98.9,41.6,0.394,moderate,34.85,98.3,1.12
2024-01-02 13:30:00,2024-01-02,2,training,active,108.2,31.2,0.523,moderate,34.52,97.4,1.12
2024-01-02 13:40:00,2024-01-02,2,training,active,113.4,47.1,0.332,moderate,35.1,98.1,1.12
2024-01-02 13:50:00,2024-01-02,2,training,active,117.8,31.7,0.594,moderate,35.11,98.3,1.12
2024-01-02 14:00:00,2024-01-02,2,training,active,100.2,38.8,0.399,moderate,34.92,99.0,1.12
2024-01-02 14:10:00,2024-01-02,2,training,active,113.3,46.7,0.431,moderate,34.76,97.4,1.12
2024-01-02 14:20:00,2024-01-02,2,training,active,119.0,46.8,0.478,moderate,34.49,99.2,1.12
2024-01-02 14:30:00,2024-01-02,2,training,active,98.4,38.0,0.462,moderate,35.13,99.0,1.12
2024-01-02 14:40:00,2024-01-02,2,training,active,122.8,43.1,0.402,moderate,34.81,97.0,1.12
2024-01-02 14:50:00,2024-01-02,2,training,active,109.4,42.9,0.424,moderate,35.12,99.0,1.12
2024-01-02 15:00:00,2024-01-02,2,training,active,114.4,43.0,0.416,moderate,34.69,99.1,1.12
2024-01-02 15:10:00,2024-01-02,2,training,active,95.5,43.1,0.334,moderate,34.56,98.1,1.12
2024-01-02 15:20:00,2024-01-02,2,training,active,110.3,48.2,0.5,moderate,34.71,97.3,1.12
2024-01-02 15:30:00,2024-01-02,2,training,active,104.5,42.9,0.47,moderate,35.1,97.7,1.12
2024-01-02 15:40:00,2024-01-02,2,training,active,110.7,35.3,0.457,moderate,34.32,99.3,1.12
2024-01-02 15:50:00,2024-01-02,2,training,active,114.0,43.5,0.548,moderate,35.18,98.7,1.12
2024-01-02 16:00:00,2024-01-02,2,training,active,94.9,43.3,0.424,moderate,34.8,97.3,1.12
2024-01-02 16:10:00,2024-01-02,2,training,active,96.2,44.1,0.369,moderate,35.12,97.7,1.12
2024-01-02 16:20:00,2024-01-02,2,training,active,118.0,35.5,0.564,moderate,35.13,98.4,1.12
2024-01-02 16:30:00,2024-01-02,2,training,active,100.6,28.7,0.239,low,34.82,97.7,1.12
2024-01-02 16:40:00,2024-01-02,2,training,active,116.8,43.2,0.32,moderate,35.16,97.1,1.12
2024-01-02 16:50:00,2024-01-02,2,training,active,121.7,45.4,0.433,moderate,35.07,98.5,1.12
2024-01-02 17:00:00,2024-01-02,2,training,evening_training,144.1,36.3,0.692,moderate,35.61,98.1,1.12
2024-01-02 17:10:00,2024-01-02,2,training,evening_training,162.3,36.0,0.854,high,35.02,98.5,1.12
2024-01-02 17:20:00,2024-01-02,2,training,evening_training,161.1,32.6,1.105,high,34.56,98.6,1.12
2024-01-02 17:30:00,2024-01-02,2,training,evening_training,158.7,37.7,1.36,high,34.53,97.6,1.12
2024-01-02 17:40:00,2024-01-02,2,training,evening_training,158.0,24.4,0.889,high,35.19,98.3,1.12
